stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
19469,1568,Hortinhas - X,,38.574645,-7.483507
19662,8126,Monte Outeiro X,,38.613205,-7.442937
19384,1182,Falcoeiras,,38.478963,-7.575297
19603,8066,Restaurante Retiro Amigos,,38.864165,-7.235792
19602,8065,Restaurante Carrascal,,38.865202,-7.229045
19463,1543,Cruzt E.N.373 C/ C.M.,,38.710102,-7.33845
19467,1562,Aldeia Marmelos Esc,,38.559345,-7.474875
19282,1052,Vale Sequeiro,,38.291062,-7.83185
19396,1200,Monte Passadeira,,38.637018,-7.397753
19903,9057,Escola Viana do Alentejo,,38.20168,-8.003
19667,8131,Casas Novas Lagar,,38.54229,-7.486933
19395,1199,Terena,,38.618442,-7.410518
19665,8129,Casas Novas Mares,,38.535905,-7.492338
22436,9092,Aldeia Pias (J  Freguesia),,38.545,-7.481389
